Address;RegName;Clk;Rst;Port;Public;Signal;BitPos;Default;SW(R/W);HW(W);MCU(W);MISC;Description
;;;;;;reg_refinedata_phase_rpt2mac_en;[0];1'd1;R/W;;;;
0x00E0;DFE_CONF_PUNC;pclk;reset_n;;;;[31];1'd0;RO;;;;
;;;;;;reg_heltf_fine_tim_dly_bw_chg3;[30:25];6'd0;R/W;;;;
;;;;;;reg_heltf_fine_tim_dly_bw_chg2;[24:19];6'd0;R/W;;;;
;;;;;;reg_heltf_fine_tim_dly_bw_chg1;[18:13];6'd0;R/W;;;;
;;;;;;reg_single_tone_notch_en_max_vga_code_th;[12:7];6'd0;R/W;;;;
;;;;;;reg_rx_he_puncture_en;[6];1'd1;R/W;;;;
;;;;;;reg_rx_tb_puncture_en;[5];1'd1;R/W;;;;
;;;;;;reg_pcnture_enable_by_vga_code;[4:0];5'd23;R/W;;;;
0x00E4;DFE_TB_COUNT;pclk;reset_n;;;reg_tb_cnt_rzv;[31:0];32'd0;R/W;;;;
0x00E8;DFE_FREQ_SHIFT_TH;pclk;reset_n;;;;[31:22];10'd0;RO;;;;
;;;;;;reg_pri20_phase_chg_by_mixer;[21:14];8'd0;R/W;;;;
;;;;;;reg_use_sync_dc_for_data_path_th_khz;[13:6];8'd200;R/W;;;;
;;;;;;reg_freqoffset_threshold;[5:0];6'd2;R/W;;;;
0x00EC;DFE_FRM_DC_I;pclk;reset_n;;;;[31];1'd0;RO;;;;
;;;;;;reg_framedc_mem_wr_data_i;[30:19];12'd0;R/W;;;;~
;;;;;;reg_framedc_mem_rd_data_i;[18:0];19'd0;RO;;;;~
0x00F0;DFE_FRM_DC_Q;pclk;reset_n;;;;[31];1'd0;RO;;;;
;;;;;;reg_framedc_mem_wr_data_q;[30:19];12'd0;R/W;;;;~
;;;;;;reg_framedc_mem_rd_data_q;[18:0];19'd0;RO;;;;~
0x00F4;DFE_PPM_INC;pclk;reset_n;;;reg_mixer_pre_freq_ppm;[31:16];16'd0;R/W;;;;
;;;;;;reg_ppm_offset_inc;[15:0];16'd0;R/W;;;;
0x00F8;DFE_FRM_DC_CTRL;pclk;reset_n;;;;[31:25];19'd0;RO;;;;
;;;;;;reg_fft_win_left_th;[24:19];6'h38;R/W;;;;
;;;;;;reg_fft_win_rigth_th;[18:13];6'h8;R/W;;;;
;;;;;;reg_framedc_mem_addr;[12:5];8'd0;R/W;;;;~
;;;;;;reg_framedc_mem_rd_en;[4];1'h0;R/W;;;;~
;;;;;;reg_framedc_mem_wr_en;[3];1'h0;R/W;;;;~
;;;;;;reg_framedc_mem_cpu_cfg_en;[2:1];2'h0;R/W;;;;~
;;;;;;reg_framedc_mem_init_mode;[0];1'h0;R/W;;;;~
0x00FC;DFE_NOTCH_X01_0CH;pclk;reset_n;;;;[31:22];6'd0;RO;;;;
;;;;;;reg_notch_x0c_0ch;[21:11];11'd493;R/W;;;;
;;;;;;reg_notch_x1c_0ch;[10:0];11'd0;R/W;;;;~
0x0100;DFE_NOTCH_X2_0CH;pclk;reset_n;;;;[31:12];20'd0;RO;;;;
;;;;;;reg_sync_notch_en;[11];1'h0;R/W;;;;
;;;;;;reg_notch_x2c_0ch;[10:0];11'd493;R/W;;;;
0x0104;DFE_NOTCH_Y_0CH;pclk;reset_n;;;;[31:30];2'b0;RO;;;;~
;;;;;;reg_notch_y0c_0ch;[29:15];15'h0;R/W;;;;~
;;;;;;reg_notch_y1c_0ch;[14:0];15'd7573;R/W;;;;~
0x0108;DFE_NOTCH_X01_1CH;pclk;reset_n;;;;[31:22];6'd0;RO;;;;
;;;;;;reg_notch_x0c_1ch;[21:11];11'd493;R/W;;;;
;;;;;;reg_notch_x1c_1ch;[10:0];11'd0;R/W;;;;~
0x010C;DFE_NOTCH_X2_1CH;pclk;reset_n;;;;[31:11];21'd0;RO;;;;
;;;;;;reg_notch_x2c_1ch;[10:0];11'd493;R/W;;;;
0x0110;DFE_NOTCH_Y_1CH;pclk;reset_n;;;;[31:30];2'b0;RO;;;;~
;;;;;;reg_notch_y0c_1ch;[29:15];15'h0;R/W;;;;~
;;;;;;reg_notch_y1c_1ch;[14:0];15'd7573;R/W;;;;~
0x0114;DFE_RPT0;pclk;reset_n;;;;[31:6];28'd;RO;;;;
;;;;;;reg_iq_coef_init_enable;[5];1'h1;R/W;;;;~
;;;;;;reg_iq_train_ref_dly_sel;[4];1'h1;R/W;;;;~
;;;;;;reg_iq_train_data_phase;[3];1'h0;RO;;;;~
;;;;;;reg_iq_coef_train_done_ch0;[2];1'h0;RO;;;;~
;;;;;;reg_iq_coef_train_done_ch1;[1];1'h0;RO;;;;~
;;;;;;reg_iir_train_done;[0];1'h0;RO;;;;~
0x0118;SYNC_CONF0;pclk;reset_n;;;;[31:29];3'd0;RO;;;;
;;;;;;reg_dagc_enable;[28];1'd1;R/W;;;;
;;;;;;reg_sync_skip_cnt;[27:22];6'd56;R/W;;;;
;;;;;;reg_dagc_fixed_th;[21:17];5'd12;R/W;;;;
;;;;;;reg_pwr_surge_th;[16:11];6'd5;R/W;;;;
;;;;;;reg_pwr_stable_th;[10:5];6'd15;R/W;;;;
;;;;;;reg_pwr_surge_min_th;[4:0];5'd3;R/W;;;;
0x011C;SYNC_CONF1;pclk;reset_n;;;reg_stf_acorr_mrc_mode;[31];1'd1;R/W;;;;
;;;;;;reg_stf_xcorr_th_low;[30:20];11'd75;R/W;;;;
;;;;;;reg_stf_bound_scale_low;[19:16];4'd7;R/W;;;;
;;;;;;reg_stf_peak_span_low;[15:8];8'd128;R/W;;;;
;;;;;;reg_ltf_det_wait_span_low;[7:0];8'd96;R/W;;;;
0x0120;SYNC_CONF2;pclk;reset_n;;;;[31:15];17'd0;RO;;;;
;;;;;;reg_post_ltf_peak_search_span_low;[14:9];6'd16;R/W;;;;
;;;;;;reg_stf_peak_to_ltf_peak_span_low;[8:0];9'd240;R/W;;;;
0x0124;SYNC_CONF3;pclk;reset_n;;;;[31:14];18'd0;RO;;;;
;;;;;;reg_fine_timing_span_low;[13:6];8'd80;R/W;;;;
;;;;;;reg_ltf_relative_th_low;[5:0];6'd8;R/W;;;;
0x0128;SYNC_CONF4;pclk;reset_n;;;;[31:14];18'd0;RO;;;;
;;;;;;reg_stf_revert_low;[13];1'd1;R/W;;;;
;;;;;;reg_stf_xcorr_len_low;[12:9];4'd3;R/W;;;;
;;;;;;reg_stf_xcorr_abs_len_low;[8:7];2'd3;R/W;;;;
;;;;;;reg_stf_acorr_len_low;[6:0];7'd64;R/W;;;;
0x012C;SYNC_CONF5;pclk;reset_n;;;;[31];1'd0;RO;;;;
;;;;;;reg_stf_xcorr_th;[30:20];11'd113;R/W;;;;
;;;;;;reg_stf_bound_scale;[19:16];4'd7;R/W;;;;
;;;;;;reg_stf_peak_span;[15:8];8'd128;R/W;;;;
;;;;;;reg_ltf_det_wait_span;[7:0];8'd96;R/W;;;;
0x0130;SYNC_CONF6;pclk;reset_n;;;;[31:15];17'd0;RO;;;;
;;;;;;reg_post_ltf_peak_search_span;[14:9];6'd16;R/W;;;;
;;;;;;reg_stf_peak_to_ltf_peak_span;[8:0];9'd240;R/W;;;;
0x0134;SYNC_CONF7;pclk;reset_n;;;;[31:14];18'd0;RO;;;;
;;;;;;reg_fine_timing_span;[13:6];8'd80;R/W;;;;
;;;;;;reg_ltf_relative_th;[5:0];6'd8;R/W;;;;
0x0138;SYNC_CONF8;pclk;reset_n;;;;[31:27];6'd0;RO;;;;
;;;;;;reg_stf_revert;[26];1'd1;R/W;;;;
;;;;;;reg_stf_xcorr_len;[25:22];4'd2;R/W;;;;
;;;;;;reg_stf_xcorr_abs_len;[21:20];2'd2;R/W;;;;
;;;;;;reg_stf_acorr_len;[19:13];7'd32;R/W;;;;
;;;;;;reg_min_noise_th;[12:0];13'd20;R/W;;;;
0x013C;SYNC_CONF9;pclk;reset_n;;;reg_stf_auto_lowsnr_adjust;[31:29];3'd4;R/W;;;;
;;;;;;reg_shift_bit_1_high;[28:25];4'd7;R/W;;;;
;;;;;;reg_stf_auto_lowsnr_norm_en;[24];1'd1;R/W;;;;
;;;;;;reg_coarse_phase_ub_th;[23:12];12'd1007;R/W;;;;
;;;;;;reg_coarse_phase_lb_th;[11:0];12'd3089;R/W;;;;
0x0140;SYNC_CONF10;pclk;reset_n;;;reg_shift_bit_0_high;[31:28];4'd7;R/W;;;;
;;;;;;reg_shift_bit_1_low;[27:24];4'd7;R/W;;;;
;;;;;;reg_coarse_phase_ub_th_low;[23:12];12'd1007;R/W;;;;
;;;;;;reg_coarse_phase_lb_th_low;[11:0];12'd3089;R/W;;;;
0x0144;SYNC_CONF11;pclk;reset_n;;;reg_stf_acorr_th;[31:5];27'd20;R/W;;;;
;;;;;;reg_stf_acorr_cnt;[4:0];5'd10;R/W;;;;
0x0148;SYNC_CONF12;pclk;reset_n;;;reg_stf_acorr_th_low;[31:5];27'd16;R/W;;;;
;;;;;;reg_stf_acorr_cnt_low;[4:0];5'd12;R/W;;;;
0x014C;SYNC_CONF13;pclk;reset_n;;;reg_sync_done_enable;[31];1'd1;R/W;;;;~
;;;;;;reg_shift_bit_0_low;[30:27];4'd7;R/W;;;;
;;;;;;reg_pwr_down_th;[26:21];6'd5;R/W;;;;
;;;;;;reg_pwr_surge_rst_agc_th;[20:11];10'd200;R/W;;;;
;;;;;;reg_pwr_surge_abs_th;[10:0];11'd75;R/W;;;;
0x0150;SYNC_CONF14;pclk;reset_n;;;reg_sync_mode_cfg;[31:30];2'd0;R/W;;;;
;;;;;;reg_ltf_peak_revert_th;[29:26];4'd10;R/W;;;;
;;;;;;reg_stf_revert_th;[25:22];4'd10;R/W;;;;
;;;;;;reg_fine_phase_th;[21:10];12'd200;R/W;;;;
;;;;;;reg_max_ltf_th;[9:0];10'd500;R/W;;;;
0x0154;SYNC_CONF15;pclk;reset_n;;;reg_sync_done_span;[31:23];9'd160;R/W;;;;
;;;;;;reg_rx_sync_det_mode;[22];1'd0;R/W;;;;~
;;;;;;reg_fine_phase_th_low;[21:10];12'd1500;R/W;;;;
;;;;;;reg_max_ltf_th_low;[9:0];10'd300;R/W;;;;
0x0158;SYNC_CONF16;pclk;reset_n;;;;[31:27];5'd0;RO;;;;
;;;;;;reg_stf_acorr_th_2ant;[26:0];27'd30;R/W;;;;
0x015C;SYNC_CONF17;pclk;reset_n;;;reg_stf_no_false_th;[31:27];5'd1;R/W;;;;~
;;;;;;reg_stf_acorr_th_2ant_low;[26:0];27'd24;R/W;;;;
0x0160;SYNC_CONF18;pclk;reset_n;;;reg_power_for_fpga_th;[31:22];10'd10;R/W;;;;~
;;;;;;reg_stf_xcorr_th_2ant;[21:11];11'd170;R/W;;;;
;;;;;;reg_stf_xcorr_th_2ant_low;[10:0];11'd113;R/W;;;;
0x0164;SYNC_CONF19;pclk;reset_n;;;reg_rx_sync_reserve;[31:0];32'd0;R/W;;;;~
0x0168;SYNC_CONF20;pclk;reset_n;;;;[31:28];;RO;;;;
;;;;;;reg_force_low_shift_bit;[27:24];4'd13;R/W;;;;~
;;;;;;reg_force_low_small_sig;[23];1'd1;R/W;;;;~
;;;;;;reg_smlvga_surge_rst_agc;[22];1'd1;R/W;;;;~
;;;;;;reg_stf_xcorr_th_smlsig;[21:11];11'd40;R/W;;;;~
;;;;;;reg_stf_xcorr_th_smlsig_2ant;[10:0];11'd100;R/W;;;;~
0x016C;SYNC_CONF21;pclk;reset_n;;;reg_2low_switch_pwr_th;[31:22];10'd8;R/W;;;;~
;;;;;;reg_stf_xcorr_th_2low;[21:11];11'd100;R/W;;;;~
;;;;;;reg_stf_xcorr_th_2low_2ant;[10:0];11'd180;R/W;;;;~
0x0170;SYNC_CONF22;pclk;reset_n;;;;[31:30];2'd0;RO;;;;
;;;;;;reg_ltf_relative_th_2low;[29:22];8'd8;R/W;;;;~
;;;;;;reg_stf_xcorr_th_2smlsig;[21:11];11'd40;R/W;;;;~
;;;;;;reg_stf_xcorr_th_2smlsig_2ant;[10:0];11'd100;R/W;;;;~
0x0174;SYNC_CONF23;pclk;reset_n;;;;[31:30];2'd0;RO;;;;
;;;;;;reg_num_of_stf_xcorr;[29:27];3'd1;R/W;;;;~
;;;;;;reg_num_of_stf_xcorr_low;[26:24];3'd2;R/W;;;;~
;;;;;;reg_2peak_diff_ratio;[23:16];8'd11;R/W;;;;~
;;;;;;reg_2peak_diff_ratio_low;[15:8];8'd11;R/W;;;;~
;;;;;;reg_2peak_diff_ratio_2low;[7:0];8'd11;R/W;;;;~
0x0178;SYNC_CONF24;pclk;reset_n;;;;[31:31];1'd0;RO;;;;
;;;;;;reg_pkt_once_en;[30:30];1'd0;R/W;;;;~
;;;;;;reg_pwr_surge_pkt_cfm_th;[29:24];6'd15;R/W;;;;~
;;;;;;reg_ltf_xcorr_min_th;[23:16];8'd200;R/W;;;;~
;;;;;;reg_ltf_xcorr_min_th_low;[15:8];8'd100;R/W;;;;~
;;;;;;reg_ltf_xcorr_min_th_2low;[7:0];8'd150;R/W;;;;~
0x017C;SYNC_CONF25;pclk;reset_n;;;;[31:29];3'd0;RO;;;;
;;;;;;reg_pwr_down_pkt_cfm_th;[28:23];6'd10;R/W;;;;~
;;;;;;reg_ltf_acorr_re_en;[22];1'd0;R/W;;;;~
;;;;;;reg_ltf_acorr_re_th;[21:0];22'd1500;R/W;;;;~
0x0180;SYNC_CONF26;pclk;reset_n;;;reg_rpt_no_false_cnt;[31:28];4'd0;RO;;;;~
;;;;;;reg_single_tone_chk_en;[27];1'd1;R/W;;;;
;;;;;;reg_sync_ext_skip_cnt;[26:22];5'd16;R/W;;;;~
;;;;;;reg_ltf_acorr_re_th_2ant;[21:0];22'd2200;R/W;;;;~
0x0184;SYNC_CONF27;pclk;reset_n;;;reg_sync_dfx_sel;[31];1'd0;R/W;;;;~
;;;;;;reg_single_tone_cnt_stf;[30:26];5'd8;R/W;;;;
;;;;;;reg_single_tone_th_stf;[25:22];4'd8;R/W;;;;
;;;;;;reg_ltf_acorr_re_2th;[21:0];22'd2500;R/W;;;;~
0x0188;SYNC_CONF28;pclk;reset_n;;;;[31];10'd0;RO;;;;
;;;;;;reg_single_tone_cnt_ltf;[30:26];5'd8;R/W;;;;
;;;;;;reg_single_tone_th_ltf;[25:22];4'd8;R/W;;;;
;;;;;;reg_ltf_acorr_re_2th_2ant;[21:0];22'd3200;R/W;;;;~
0x018C;CCA_TDM_TH_CONF0;pclk;reset_n;;;;[31:27];5'd0;RO;;;;
;;;;;;reg_cca_midth20mhz;[26:18];9'd368;R/W;;;;
;;;;;;reg_cca_highth20mhz;[17:9];9'd388;R/W;;;;
;;;;;;reg_cca_lowth20mhz;[8:0];9'd348;R/W;;;;
0x0190;CCA_TDM_TH_CONF1;pclk;reset_n;;;;[31:27];5'd0;RO;;;;
;;;;;;reg_cca_midthsec80mhz;[26:18];9'd374;R/W;;;;
;;;;;;reg_cca_midthsec40mhz;[17:9];9'd368;R/W;;;;
;;;;;;reg_cca_obssth20mhz;[8:0];9'd368;R/W;;;;
0x0194;CCA_FDM_TH_CONF0;pclk;reset_n;;;;[31:27];5'd0;RO;;;;
;;;;;;reg_cca_fftpwrhigh_sec20;[26:18];9'd388;R/W;;;;
;;;;;;reg_cca_fftpwrlow_pri20;[17:9];9'd368;R/W;;;;
;;;;;;reg_cca_fftpwrhigh_pri20;[8:0];9'd388;R/W;;;;
0x0198;CCA_FDM_TH_CONF1;pclk;reset_n;;;;[31:27];5'd0;RO;;;;
;;;;;;reg_cca_fftpwrlow_sec40;[26:18];9'd368;R/W;;;;
;;;;;;reg_cca_fftpwrhigh_sec40;[17:9];9'd394;R/W;;;;
;;;;;;reg_cca_fftpwrlow_sec20;[8:0];9'd368;R/W;;;;
0x019C;CCA_FDM_TH_CONF2;pclk;reset_n;;;;[31:24];8'd0;RO;;;;
;;;;;;reg_cca_fftredoth_db;[23:18];6'd12;R/W;;;;
;;;;;;reg_cca_fftpwrhigh_sec80;[17:9];9'd400;R/W;;;;
;;;;;;reg_cca_fftpwrlow_sec80;[8:0];9'd368;R/W;;;;
0x01A0;CCA_FDM_CTRL_CONF0;pclk;reset_n;;;;[31];1'd0;RO;;;;
;;;;;;reg_crg_cca_pkend_frzee_en;[30];1'd1;R/W;;;;
;;;;;;reg_cca_pktdet_fft_mode;[29];1'd0;R/W;;;;~
;;;;;;reg_cca_fft_wait;[28:24];5'd5;R/W;;;;~
;;;;;;reg_cca_wifibandpwrbwmax;[23:18];6'd16;R/W;;;;
;;;;;;reg_cca_wifibandcarexth;[17:12];6'd16;R/W;;;;
;;;;;;reg_cca_fftsize_20m;[11:3];9'd64;R/W;;;;
;;;;;;reg_cca_adc_data_phase;[2:1];2'd0;R/W;;;;~
;;;;;;reg_cca_1xfft_en;[0];1'd0;R/W;;;;~
0x01A4;CCA_CMP_CONF;pclk;reset_n;;;reg_cca_powercomp_sec80;[31:24];8'd192;R/W;;;;
;;;;;;reg_cca_powercomp_sec40;[23:16];8'd180;R/W;;;;
;;;;;;reg_cca_powercomp_sec20;[15:8];8'd168;R/W;;;;
;;;;;;reg_cca_powercomp_pri20;[7:0];8'd168;R/W;;;;
0x01A8;CCA_CTRL_CONF;pclk;reset_n;;;reg_cca_pktdet_ofdmstf_fft;[31];1'd0;R/W;;;;
;;;;;;reg_cca_pktdet_11bsfd_fft;[30];1'b0;R/W;;;;~
;;;;;;reg_cca_dfx_mode;[29:28];2'b0;R/W;;;;~
;;;;;;reg_cca_bitmap_wdg_prot_en;[27];1'b1;R/W;;;;~
;;;;;;reg_cca_dfx_vld_mode;[26];1'b0;R/W;;;;~
;;;;;;reg_cca_trig_scan_wait;[25:15];11'd600;R/W;;;;~
;;;;;;reg_cca_powerestwin;[14:9];6'd16;R/W;;;;
;;;;;;reg_cca_pktdet_ofdmstf;[8];1'd1;R/W;;;;
;;;;;;reg_cca_pktdet_11bsfd;[7];1'd0;R/W;;;;
;;;;;;reg_cca_sigstablewin;[6:1];6'd4;R/W;;;;
;;;;;;reg_cca_pkt_det_mode;[0];1'd0;R/W;;;;~
0x01AC;RXDFE_IQ_INF0_CH0;pclk;reset_n;;;reg_iq_coef_force_1i_ch0;[31:16];16'd0;R/W;;;;~
;;;;;;reg_iq_coef_force_0i_ch0;[15:0];16'd0;R/W;;;;~
0x01B0;RXDFE_IQ_INF1_CH0;pclk;reset_n;;;reg_iq_coef_force_3i_ch0;[31:16];16'd0;R/W;;;;~
;;;;;;reg_iq_coef_force_2i_ch0;[15:0];16'd0;R/W;;;;~
0x01B4;RXDFE_IQ_INF2_CH0;pclk;reset_n;;;reg_iq_coef_force_5i_ch0;[31:16];16'd0;R/W;;;;~
;;;;;;reg_iq_coef_force_4i_ch0;[15:0];16'd0;R/W;;;;~
0x01B8;RXDFE_IQ_INF3_CH0;pclk;reset_n;;;reg_iq_coef_force_0q_ch0;[31:16];16'd0;R/W;;;;~
;;;;;;reg_iq_coef_force_6i_ch0;[15:0];16'd0;R/W;;;;~
0x01BC;RXDFE_IQ_INF4_CH0;pclk;reset_n;;;reg_iq_coef_force_2q_ch0;[31:16];16'd0;R/W;;;;~
;;;;;;reg_iq_coef_force_1q_ch0;[15:0];16'd0;R/W;;;;~
0x01C0;RXDFE_IQ_INF5_CH0;pclk;reset_n;;;reg_iq_coef_force_4q_ch0;[31:16];16'd0;R/W;;;;~
;;;;;;reg_iq_coef_force_3q_ch0;[15:0];16'd0;R/W;;;;~
0x01C4;RXDFE_IQ_INF6_CH0;pclk;reset_n;;;reg_iq_coef_force_6q_ch0;[31:16];16'd0;R/W;;;;~
;;;;;;reg_iq_coef_force_5q_ch0;[15:0];16'd0;R/W;;;;~
0x01C8;RXDFE_IQ_INF7;pclk;reset_n;;;reg_rx_iq_comp_update_step2;[31:22];10'd33;R/W;;;;
;;;;;;reg_rx_iq_comp_update_step1;[21:12];10'd66;R/W;;;;
;;;;;;reg_rx_iq_comp_update_step0;[11:2];10'd164;R/W;;;;
;;;;;;reg_rx_iq_comp_fir_coef_sel;[1];1'd0;R/W;;;;~
;;;;;;reg_iq_coef_fir_coef_2x_en;[0];1'd0;R/W;;;;
0x01CC;RXDFE_IQ_INF8;pclk;reset_n;;;reg_rx_iq_comp_update_thrs1;[31:16];16'd9999;R/W;;;;
;;;;;;reg_rx_iq_comp_update_thrs0;[15:0];16'd999;R/W;;;;
0x01D0;RXDFE_IQ_INF9;pclk;reset_n;;;;[31:30];2'd0;RO;;;;
;;;;;;reg_rx_iq_comp_update_tap_num;[29:28];2'd0;R/W;;;;
;;;;;;reg_rx_iq_coef_fir_mult_clk_fo_ch1;[27];1'd0;R/W;;;;~
;;;;;;reg_rx_iq_comp_train_enable_ch1;[26];1'd0;R/W;;;;~
;;;;;;;[25];1'd0;RO;;;;
;;;;;;reg_rx_iq_comp_update_init;[24:22];3'd0;R/W;;;;~
;;;;;;reg_rx_iq_comp_update_num;[21:19];3'd1;R/W;;;;~
;;;;;;reg_rx_iq_coef_fir_mult_clk_fo_ch0;[18];1'd0;R/W;;;;~
;;;;;;reg_rx_iq_comp_train_enable_ch0;[17];1'd0;R/W;;;;~
;;;;;;reg_iq_coef_aply_force_en;[16];1'd0;R/W;;;;~
;;;;;;reg_rx_iq_comp_update_term;[15:0];16'd8000;R/W;;;;
0x01D4;RXDFE_IQ_INF0_CH1;pclk;reset_n;;;reg_iq_coef_force_1i_ch1;[31:16];16'd0;R/W;;;;~
;;;;;;reg_iq_coef_force_0i_ch1;[15:0];16'd0;R/W;;;;~
0x01D8;RXDFE_IQ_INF1_CH1;pclk;reset_n;;;reg_iq_coef_force_3i_ch1;[31:16];16'd0;R/W;;;;~
;;;;;;reg_iq_coef_force_2i_ch1;[15:0];16'd0;R/W;;;;~
0x01DC;RXDFE_IQ_INF2_CH1;pclk;reset_n;;;reg_iq_coef_force_5i_ch1;[31:16];16'd0;R/W;;;;~
;;;;;;reg_iq_coef_force_4i_ch1;[15:0];16'd0;R/W;;;;~
0x01E0;RXDFE_IQ_INF3_CH1;pclk;reset_n;;;reg_iq_coef_force_0q_ch1;[31:16];16'd0;R/W;;;;~
;;;;;;reg_iq_coef_force_6i_ch1;[15:0];16'd0;R/W;;;;~
0x01E4;RXDFE_IQ_INF4_CH1;pclk;reset_n;;;reg_iq_coef_force_2q_ch1;[31:16];16'd0;R/W;;;;~
;;;;;;reg_iq_coef_force_1q_ch1;[15:0];16'd0;R/W;;;;~
0x01E8;RXDFE_IQ_INF5_CH1;pclk;reset_n;;;reg_iq_coef_force_4q_ch1;[31:16];16'd0;R/W;;;;~
;;;;;;reg_iq_coef_force_3q_ch1;[15:0];16'd0;R/W;;;;~
0x01EC;RXDFE_IQ_INF6_CH1;pclk;reset_n;;;reg_iq_coef_force_6q_ch1;[31:16];16'd0;R/W;;;;~
;;;;;;reg_iq_coef_force_5q_ch1;[15:0];16'd0;R/W;;;;~
0x01F0;RXDFE_IIR_INF0;pclk;reset_n;;;reg_iir_equ_update_init;[31:29];3'd0;R/W;;;;~
;;;;;;reg_iir_equ_update_num;[28:26];3'd1;R/W;;;;~
;;;;;;reg_iir_equ_clk_en;[25];1'd0;R/W;;;;~
;;;;;;reg_iir_equ_chan_sel;[24];1'd0;R/W;;;;~
;;;;;;reg_iir_equ_bypass;[23];1'd1;R/W;;;;~
;;;;;;;[22];1'd0;RO;;;;
;;;;;;reg_iir_equ_coef_train_enable;[21];1'd0;R/W;;;;~
;;;;;;;[20];1'd0;RO;;;;
;;;;;;reg_iir_equ_fir_coef_sel;[19];1'd0;R/W;;;;~
;;;;;;reg_iir_equ_fir_coef0;[18:0];19'd0;R/W;;;;~
0x01F4;RXDFE_IIR_INF1;pclk;reset_n;;;;[31:30];2'd0;RO;;;;
;;;;;;reg_iir_equ_update_tap_num;[29:27];3'd0;R/W;;;;
;;;;;;reg_iir_equ_update_step0;[26:19];8'd205;R/W;;;;
;;;;;;reg_iir_equ_fir_coef1;[18:0];19'd0;R/W;;;;~
0x01F8;RXDFE_IIR_INF2;pclk;reset_n;;;;[31:27];5'd0;RO;;;;
;;;;;;reg_iir_equ_update_step1;[26:19];8'd41;R/W;;;;
;;;;;;reg_iir_equ_fir_coef2;[18:0];19'd0;R/W;;;;~
0x01FC;RXDFE_IIR_INF3;pclk;reset_n;;;;[31:27];5'd0;RO;;;;
;;;;;;reg_iir_equ_update_step2;[26:19];8'd8;R/W;;;;
;;;;;;reg_iir_equ_fir_coef3;[18:0];19'd0;R/W;;;;~
0x0200;RXDFE_IIR_INF4;pclk;reset_n;;;;[31:19];13'd0;RO;;;;
;;;;;;reg_iir_equ_fir_coef4;[18:0];19'd0;R/W;;;;~
0x0204;RXDFE_IIR_INF5;pclk;reset_n;;;;[31:19];13'd0;RO;;;;
;;;;;;reg_iir_equ_fir_coef5;[18:0];19'd0;R/W;;;;~
0x0208;RXDFE_IIR_INF6;pclk;reset_n;;;;[31:19];13'd0;RO;;;;
;;;;;;reg_iir_equ_fir_coef6;[18:0];19'd0;R/W;;;;~
0x020C;RXDFE_IIR_INF7;pclk;reset_n;;;;[31:19];13'd0;RO;;;;
;;;;;;reg_iir_equ_fir_coef7;[18:0];19'd0;R/W;;;;~
0x0210;RXDFE_IIR_INF8;pclk;reset_n;;;;[31:19];13'd0;RO;;;;
;;;;;;reg_iir_equ_fir_coef8;[18:0];19'd0;R/W;;;;~
0x0214;RXDFE_IIR_INF9;pclk;reset_n;;;;[31:19];13'd0;RO;;;;
;;;;;;reg_iir_equ_fir_coef9;[18:0];19'd0;R/W;;;;~
0x0218;RXDFE_IIR_INF10;pclk;reset_n;;;;[31:19];13'd0;RO;;;;
;;;;;;reg_iir_equ_fir_coef10;[18:0];19'd0;R/W;;;;~
0x021C;RXDFE_IIR_INF11;pclk;reset_n;;;reg_iir_equ_update_thrs1;[31:16];16'd9999;R/W;;;;
;;;;;;reg_iir_equ_update_thrs0;[15:0];16'd999;R/W;;;;
0x0220;RXDFE_IIR_INF12;pclk;reset_n;;;;[31:16];16'd0;RO;;;;
;;;;;;reg_iir_equ_update_term;[15:0];16'd8000;R/W;;;;
0x0224;RXDFE_IIR_INF13;pclk;reset_n;;;reg_iq_coef_init_coef0;[31:0];32'd0;R/W;;;;~
0x0228;RXDFE_IIR_INF14;pclk;reset_n;;;reg_iq_coef_init_coef1;[31:0];32'd0;R/W;;;;~
0x022C;RXDFE_IIR_INF15;pclk;reset_n;;;reg_iq_coef_init_coef2;[31:0];32'd0;R/W;;;;~
0x0230;RXDFE_IIR_INF16;pclk;reset_n;;;reg_iq_coef_init_coef3;[31:0];32'd0;R/W;;;;~
0x0234;RXDFE_IIR_INF17;pclk;reset_n;;;reg_iq_coef_init_coef4;[31:0];32'd0;R/W;;;;~
0x0238;RXDFE_IIR_INF18;pclk;reset_n;;;reg_iq_coef_init_coef5;[31:0];32'd0;R/W;;;;~
0x023C;RXDFE_IIR_INF19;pclk;reset_n;;;reg_iq_coef_init_coef6;[31:0];32'd0;R/W;;;;~
0x0240;RXDFE_IIR_INF20;pclk;reset_n;;;;[31:19];13'd0;RO;;;;
;;;;;;reg_iq_coef_init_coef7;[18:0];19'd0;R/W;;;;~
0x0244;RXDFE_IIR_INF21;pclk;reset_n;;;;[31:19];13'd0;RO;;;;
;;;;;;reg_iq_coef_init_coef8;[18:0];19'd0;R/W;;;;~
0x0248;RXDFE_IIR_INF22;pclk;reset_n;;;;[31:19];13'd0;RO;;;;
;;;;;;reg_iq_coef_init_coef9;[18:0];19'd0;R/W;;;;~
0x024C;RXDFE_IIR_INF23;pclk;reset_n;;;;[31:19];13'd0;RO;;;;
;;;;;;reg_iq_coef_init_coef10;[18:0];19'd0;R/W;;;;~
0x0250;RXDFE_IIR_INF24;pclk;reset_n;;;reg_iq_coef_train_coef0;[31:0];32'd0;RO;;;;~
