Address;RegName;Clk;Rst;Port;Public;Signal;BitPos;Default;SW(R/W);HW(W);MCU(W);MISC;Description
0x00FC;TXMASK_DOT11B_SET02;pclk;reset_n;;;;[31:30];2'b0;RO;;;;
;;;;;;reg_fir1x_dot11b_set_coef8;[29:20];10'd258;R/W;;;;
;;;;;;reg_fir1x_dot11b_set_coef7;[19:10];10'd161;R/W;;;;
;;;;;;reg_fir1x_dot11b_set_coef6;[9:0];10'd0;R/W;;;;
0x0100;TXMASK_OFDM_SET00;pclk;reset_n;;;;[31];1'b0;RO;;;;
;;;;;;reg_tx_fir1x_ofdm_en;[30];1'b1;R/W;;;;
;;;;;;reg_fir1x_ofdm_set0_coef2;[29:20];10'd1017;R/W;;;;
;;;;;;reg_fir1x_ofdm_set0_coef1;[19:10];10'd1022;R/W;;;;
;;;;;;reg_fir1x_ofdm_set0_coef0;[9:0];10'd2;R/W;;;;
0x0104;TXMASK_OFDM_SET01;pclk;reset_n;;;;[31:30];2'b0;RO;;;;
;;;;;;reg_fir1x_ofdm_set0_coef5;[29:20];10'd986;R/W;;;;
;;;;;;reg_fir1x_ofdm_set0_coef4;[19:10];10'd15;R/W;;;;
;;;;;;reg_fir1x_ofdm_set0_coef3;[9:0];10'd11;R/W;;;;
0x0108;TXMASK_OFDM_SET02;pclk;reset_n;;;;[31:30];2'b0;RO;;;;
;;;;;;reg_fir1x_ofdm_set0_coef8;[29:20];10'd282;R/W;;;;
;;;;;;reg_fir1x_ofdm_set0_coef7;[19:10];10'd157;R/W;;;;
;;;;;;reg_fir1x_ofdm_set0_coef6;[9:0];10'd1001;R/W;;;;
0x010C;TXMASK_OFDM_SET10;pclk;reset_n;;;;[31:30];2'b0;RO;;;;
;;;;;;reg_fir1x_ofdm_set1_coef2;[29:20];10'd1022;R/W;;;;
;;;;;;reg_fir1x_ofdm_set1_coef1;[19:10];10'd0;R/W;;;;
;;;;;;reg_fir1x_ofdm_set1_coef0;[9:0];10'd0;R/W;;;;
0x0110;TXMASK_OFDM_SET11;pclk;reset_n;;;;[31:30];2'b0;RO;;;;
;;;;;;reg_fir1x_ofdm_set1_coef5;[29:20];10'd993;R/W;;;;
;;;;;;reg_fir1x_ofdm_set1_coef4;[19:10];10'd10;R/W;;;;
;;;;;;reg_fir1x_ofdm_set1_coef3;[9:0];10'd5;R/W;;;;
0x0114;TXMASK_OFDM_SET12;pclk;reset_n;;;;[31:30];2'b0;RO;;;;
;;;;;;reg_fir1x_ofdm_set1_coef8;[29:20];10'd282;R/W;;;;
;;;;;;reg_fir1x_ofdm_set1_coef7;[19:10];10'd153;R/W;;;;
;;;;;;reg_fir1x_ofdm_set1_coef6;[9:0];10'd1003;R/W;;;;
0x0118;TXMASK_OFDM_SET20;pclk;reset_n;;;;[31:30];2'b0;RO;;;;
;;;;;;reg_fir1x_ofdm_set2_coef2;[29:20];10'd1019;R/W;;;;
;;;;;;reg_fir1x_ofdm_set2_coef1;[19:10];10'd1;R/W;;;;
;;;;;;reg_fir1x_ofdm_set2_coef0;[9:0];10'd0;R/W;;;;
0x011C;TXMASK_OFDM_SET21;pclk;reset_n;;;;[31:30];2'b0;RO;;;;
;;;;;;reg_fir1x_ofdm_set2_coef5;[29:20];10'd1001;R/W;;;;
;;;;;;reg_fir1x_ofdm_set2_coef4;[19:10];10'd21;R/W;;;;
;;;;;;reg_fir1x_ofdm_set2_coef3;[9:0];10'd0;R/W;;;;
0x0120;TXMASK_OFDM_SET22;pclk;reset_n;;;;[31:30];2'b0;RO;;;;
;;;;;;reg_fir1x_ofdm_set2_coef8;[29:20];10'd307;R/W;;;;
;;;;;;reg_fir1x_ofdm_set2_coef7;[19:10];10'd150;R/W;;;;
;;;;;;reg_fir1x_ofdm_set2_coef6;[9:0];10'd983;R/W;;;;
0x0124;TXMASK_DOT11B_SET10;pclk;reset_n;;;;[31:30];2'b0;RO;;;;
;;;;;;reg_fir1x_dot11b_set1_coef2;[29:20];10'd0;R/W;;;;
;;;;;;reg_fir1x_dot11b_set1_coef1;[19:10];10'd1016;R/W;;;;
;;;;;;reg_fir1x_dot11b_set1_coef0;[9:0];10'd0;R/W;;;;
0x0128;TXMASK_DOT11B_SET11;pclk;reset_n;;;;[31:30];2'b0;RO;;;;
;;;;;;reg_fir1x_dot11b_set1_coef5;[29:20];10'd978;R/W;;;;
;;;;;;reg_fir1x_dot11b_set1_coef4;[19:10];10'd0;R/W;;;;
;;;;;;reg_fir1x_dot11b_set1_coef3;[9:0];10'd20;R/W;;;;
0x012C;TXMASK_DOT11B_SET12;pclk;reset_n;;;;[31:30];2'b0;RO;;;;
;;;;;;reg_fir1x_dot11b_set1_coef8;[29:20];10'd258;R/W;;;;
;;;;;;reg_fir1x_dot11b_set1_coef7;[19:10];10'd161;R/W;;;;
;;;;;;reg_fir1x_dot11b_set1_coef6;[9:0];10'd0;R/W;;;;
0x0130;DIG_GAIN3_CFG;pclk;reset_n;;;;[31:24];8'b0;RO;;;;
;;;;;;reg_sw_3rd_dig_gain_ch1;[23:14];10'd0;R/W;;;;
;;;;;;reg_sw_3rd_dig_gain_en_ch1;[13];1'd0;R/W;;;;
;;;;;;reg_sw_3rd_dig_gain_bypass_ch1;[12];1'd1;R/W;;;;
;;;;;;reg_sw_3rd_dig_gain_ch0;[11:2];10'd0;R/W;;;;
;;;;;;reg_sw_3rd_dig_gain_en_ch0;[1];1'd0;R/W;;;;
;;;;;;reg_sw_3rd_dig_gain_bypass_ch0;[0];1'd1;R/W;;;;
0x0134;TXMAG_TRACK_CTRL0;pclk;reset_n;;;;[31:30];2'b0;RO;;;;
;;;;;;reg_tx_mag_track_data_phase;[29];1'd0;RO;;;;~
;;;;;;reg_tx_mag_track_feedback_4x_data;[28];1'd0;RO;;;;~
;;;;;;reg_tx_mag_track_ref_4x_data_ch1;[27];1'd0;RO;;;;~
;;;;;;reg_tx_mag_track_ref_4x_data_ch0;[26];1'd0;RO;;;;~
;;;;;;reg_tx_mag_track_feedback_dsmpl_en;[25];1'd0;R/W;;;;
;;;;;;reg_tx_mag_track_ref_dsmpl_en_ch1;[24];1'd0;R/W;;;;
;;;;;;reg_tx_mag_track_ref_dsmpl_en_ch0;[23];1'd0;R/W;;;;
;;;;;;reg_tx_mag_track_pwr_idx_thr_ch1;[22:17];6'd0;R/W;;;;
;;;;;;reg_tx_mag_track_pwr_idx_thr_ch0;[16:11];6'd0;R/W;;;;
;;;;;;reg_tx_mag_track_mcs_thr_ch1;[10:7];4'd0;R/W;;;;
;;;;;;reg_tx_mag_track_mcs_thr_ch0;[6:3];4'd0;R/W;;;;
;;;;;;reg_tx_mag_track_ch1_on;[2];1'd0;R/W;;;;
;;;;;;reg_tx_mag_track_ch0_on;[1];1'd0;R/W;;;;
;;;;;;reg_tx_mag_track_en;[0];1'd0;R/W;;;;
0x0138;TXMAG_TRACK_CTRL1;pclk;reset_n;;;reg_tx_mag_track_win_len;[31:18];14'd64;R/W;;;;
;;;;;;reg_tx_mag_track_start_point;[17:2];16'd512;R/W;;;;
;;;;;;reg_tx_mag_track_start_mode;[1:0];2'd0;R/W;;;;
0x013C;TXMAG_TRACK_CTRL2;pclk;reset_n;;;;[31:24];8'b0;RO;;;;
;;;;;;reg_tx_mag_track_chn_ofs_ch1;[23:17];7'd0;R/W;;;;
;;;;;;reg_tx_mag_track_chn_ofs_ch0;[16:10];7'd0;R/W;;;;
;;;;;;reg_tx_mag_track_dig_gain_est_ch0;[9:0];10'd0;RO;;;;~
0x0140;TXMAG_TRACK_CTRL3;pclk;reset_n;;;;[31:26];6'd0;RO;;;;
;;;;;;reg_tx_mag_track_ref_last_cnt_thr;[25:22];4'd3;R/W;;;;~
;;;;;;reg_tx_mag_track_int_dly_est_ch1;[21:14];8'd0;R/W;;;;~
;;;;;;reg_tx_mag_track_data_sel_thr;[13:8];6'd63;R/W;;;;
;;;;;;reg_tx_mag_track_int_dly_est_ch0;[7:0];8'd0;R/W;;;;~
0x0144;TXMAG_TRACK_CTRL4;pclk;reset_n;;;;[31:28];4'd0;RO;;;;
;;;;;;reg_tx_mag_track_skip_ch1_en;[27];1'd0;R/W;;;;~
;;;;;;reg_tx_mag_track_skip_ch0_en;[26];1'd0;R/W;;;;~
;;;;;;reg_tx_mag_track_dig_gain_est_ch1;[25:16];10'd0;RO;;;;~
;;;;;;reg_tx_mag_track_chn_len;[15:0];16'd0;R/W;;;;
0x0148;TXMAG_TRACK_CTRL5;pclk;reset_n;;;reg_dpd_rx_dc_est_ch_on_sel;[31];1'b0;R/W;;;;~
;;;;;;reg_dpd_rx_sel_rx_dc_en;[30];1'd0;R/W;;;;~
;;;;;;reg_dpd_rx_sel_mag_track_en;[29];1'd0;R/W;;;;~
;;;;;;reg_dpd_rx_dc_est_ofs_ch1;[28:18];11'd100;R/W;;;;
;;;;;;reg_dpd_rx_dc_est_ofs_ch0;[17:7];11'd100;R/W;;;;
;;;;;;reg_dpd_rx_dc_est_len_idx;[6:4];3'd3;R/W;;;;
;;;;;;reg_dpd_rx_dc_est_ch1_on;[3];1'd0;R/W;;;;
;;;;;;reg_dpd_rx_dc_est_ch0_on;[2];1'd0;R/W;;;;
;;;;;;reg_dpd_rx_dc_est_en;[1];1'd0;R/W;;;;
;;;;;;reg_dpd_rx_dc_cmp_en;[0];1'd0;R/W;;;;
0x014C;TXMAG_TRACK_CTRL6;pclk;reset_n;;;;[31:30];2'b0;RO;;;;
;;;;;;reg_tx_mag_track_dig_gain_est_done_ch1;[29];1'd0;RO;;;;~
;;;;;;reg_tx_mag_track_dig_gain_est_done_ch0;[28];1'd0;RO;;;;~
;;;;;;reg_tx_mag_track_pow_ratio_0_done_ch1;[27];1'd0;RO;;;;
;;;;;;reg_tx_mag_track_pow_ratio_0_done_ch0;[26];1'd0;RO;;;;
;;;;;;reg_dpd_rx_dc_force_q_ch0;[25:13];13'd0;R/W;;;;
;;;;;;reg_dpd_rx_dc_force_i_ch0;[12:0];13'd0;R/W;;;;
0x0150;TXMAG_TRACK_CTRL7;pclk;reset_n;;;;[31:28];4'b0;RO;;;;
;;;;;;reg_dpd_rx_dc_est_q_ch0;[27:15];13'd0;RO;;;;~
;;;;;;reg_dpd_rx_dc_est_i_ch0;[14:2];13'd0;RO;;;;~
;;;;;;reg_dpd_rx_dc_est_done_ch0;[1];1'd0;RO;;;;~
;;;;;;reg_dpd_rx_dc_est_start_done_ch0;[0];1'd0;RO;;;;~
0x0154;DFE_CG_ERR1;pclk;reset_n;;;;[31:18];14'h0;RO;;;;~
;;;;;;reg_tx_fft_err_dis;[17:8];10'd0;R/W ;;;;~
;;;;;;reg_tx_clk_force_on_con;[7:0];8'd0;R/W ;;;;~
0x0158;IQ_TONE_CTRL0;pclk;reset_n;;;reg_iq_train_tone_data_phase;[31];1'b0;RO;;;;~
;;;;;;reg_iq_train_tone_cor_rd_done;[30];1'd0;RO;;;;~
;;;;;;reg_iq_train_tone_tone_len;[29:26];4'd10;R/W;;;;
;;;;;;reg_iq_train_tone_addr_max;[25:14];12'd0;RO;;;;~
;;;;;;reg_iq_train_tone_addr_start;[13:2];12'd0;R/W;;;;~
;;;;;;reg_iq_train_tone_freq_done;[1];1'd0;RO;;;;~
;;;;;;reg_iq_train_tone_en;[0];1'd0;R/W;;;;~
0x015C;IQ_TONE_CTRL1;pclk;reset_n;;;reg_iq_train_tone_freq_min;[31:16];16'he000;R/W;;;;
;;;;;;reg_iq_train_tone_cor_rd_chan_idx;[15:10];6'd0;R/W;;;;~
;;;;;;reg_iq_train_tone_cor_rden;[9];1'd0;R/W;;;;~
;;;;;;reg_iq_train_tone_cal_ofs;[8:0];9'd128;R/W;;;;
0x0160;IQ_TONE_CTRL2;pclk;reset_n;;;reg_iq_train_tone_freq_step;[31:16];16'd1024;R/W;;;;
;;;;;;reg_iq_train_tone_freq_max;[15:0];16'h2000;R/W;;;;
0x0164;TXTONE_LUT3;pclk;reset_n;;;;[31:27];5'b0;RO;;;;~
;;;;;;reg_sw_tone_trx_lop_mode;[26];1'd0;R/W;;;;~
;;;;;;reg_sw_3rd_tone_fstep;[25:10];16'd0;R/W;;;;~
;;;;;;reg_sw_3rd_tone_phase_cfg;[9:7];3'd0;R/W;;;;~
;;;;;;reg_sw_3rd_tone_phase_dis;[6];1'd1;R/W;;;;~
;;;;;;reg_sw_3rd_tone_inv;[5:2];4'b0;R/W;;;;~
;;;;;;reg_sw_3rd_tone_sel;[1:0];2'b0;R/W;;;;~
0x0168;TXMAG_TRACK_CTRL8;pclk;reset_n;;;;[31:28];4'b0;RO;;;;
;;;;;;reg_dpd_rx_dc_est_q_ch1;[27:15];13'd0;RO;;;;~
;;;;;;reg_dpd_rx_dc_est_i_ch1;[14:2];13'd0;RO;;;;~
;;;;;;reg_dpd_rx_dc_est_done_ch1;[1];1'd0;RO;;;;~
;;;;;;reg_dpd_rx_dc_est_start_done_ch1;[0];1'd0;RO;;;;~
0x016C;DPD_CTRL_CFG13;pclk;reset_n;;;;[31:29];3'd0;RO;;;;~
;;;;;;reg_dpd_iq_frac_fir_order;[28:25];4'd8;R/W;;;;~
;;;;;;reg_dpd_iq_frac_fir_en;[24];1'd0;R/W;;;;~
;;;;;;reg_dpd_iq_post_adc_fir_en;[23];1'd0;R/W;;;;~
;;;;;;reg_dpd_gain_comp_sel_en;[22];1'd0;R/W;;;;~
;;;;;;reg_dpd_gain_comp_i_ch1;[21:11];11'd10;R/W;;;;~
;;;;;;reg_dpd_gain_comp_q_ch1;[10:0];11'd0;R/W;;;;~
0x0170;IQ_TONE_CTRL3;pclk;reset_n;;;reg_iq_train_tone_cor_ii;[31:0];32'd0;RO;;;;~
0x0174;IQ_TONE_CTRL4;pclk;reset_n;;;reg_iq_train_tone_cor_iq;[31:0];32'd0;RO;;;;~
0x0178;IQ_TONE_CTRL5;pclk;reset_n;;;reg_iq_train_tone_cor_qi;[31:0];32'd0;RO;;;;~
0x017C;IQ_TONE_CTRL6;pclk;reset_n;;;reg_iq_train_tone_cor_qq;[31:0];32'd0;RO;;;;~
0x0180;IQ_TONE_CTRL7;pclk;reset_n;;;;[31:13];19'd0;RO;;;;
;;;;;;reg_iq_train_tone_cor_rd_addr_max;[12];1'd0;RO;;;;~
;;;;;;reg_iq_train_tone_cor_rd_addr;[11:0];12'd0;RO;;;;~
0x0184;TXMAG_TRACK_CTRL9;pclk;reset_n;;;reg_tx_mag_track_pow_ratio_0_ch0;[31:16];16'd0;RO;;;;~
;;;;;;reg_tx_mag_track_pow_ratio_0_ch1;[15:0];16'd0;RO;;;;~
0x0188;IQ_TONE_CTRL8;pclk;reset_n;;;;[31:15];17'd0;RO;;;;
;;;;;;reg_iq_itera_update_coef;[14:13];2'd0;R/W;;;;~
;;;;;;;[12:11];2'd0;RO;;;;
;;;;;;reg_iq_train_tone_sta_clr;[10];1'd0;R/W;;;;~
;;;;;;reg_iq_train_tone_tail_dly_num;[9:5];5'd3;R/W;;;;~
;;;;;;reg_iq_train_tone_pre_switch_num;[4:0];5'd7;R/W;;;;~
0x018C;TXMAG_TRACK_CTRL10;pclk;reset_n;;;;[31:26];6'd0;RO;;;;~
;;;;;;reg_dpd_rx_dc_force_q_ch1;[25:13];13'd0;R/W;;;;
;;;;;;reg_dpd_rx_dc_force_i_ch1;[12:0];13'd0;R/W;;;;
0x0190;DPD_CFG6;pclk;reset_n;;;reg_dpd_lut_itera_rdata2;[31:16];16'h0;RO;;;;~
;;;;;;reg_dpd_mem_rdata2;[15:0];16'd0;RO;;;;~
0x0194;DPD_CFG7;pclk;reset_n;;;reg_dpd_mem_rdata0;[31:0];32'h0;RO;;;;~
0x0198;DPD_CFG8;pclk;reset_n;;;reg_dpd_mem_rdata1;[31:0];32'h0;RO;;;;~
0x019C;DPD_CFG9;pclk;reset_n;;;reg_dpd_mem_wdata0;[31:0];32'h0;R/W;;;;~
0x01A0;DPD_CFG10;pclk;reset_n;;;;[31:22];11'h0;RO;;;;
;;;;;;reg_dpd_mem_force_on;[21];1'd0;R/W;;;;~
;;;;;;reg_dpd_mem_set_addr;[20:13];8'd0;R/W;;;;~
;;;;;;reg_dpd_mem_set_addr_vld;[12];1'd0;R/W;;;;~
;;;;;;reg_dpd_mem_set_en;[11];1'd0;R/W;;;;~
;;;;;;reg_dpd_mem_swrd_en;[10];1'd0;R/W;;;;~
;;;;;;reg_dpd_mem_update_done;[9:8];2'd0;RO;;;;~
;;;;;;reg_dpd_mem_wdata1;[7:0];8'd0;R/W;;;;~
0x01A4;TXMAG_TRACK_CTRL11;pclk;reset_n;;;;[31:22];10'd0;RO;;;;~
;;;;;;reg_tx_mag_track_pow_shift_bit;[21:18];4'd0;R/W;;;;
;;;;;;reg_tx_mag_track_wait_len;[17:0];18'd128;R/W;;;;
0x01A8;TXMAG_TRACK_CTRL12;pclk;reset_n;;;;[31:30];2'd0;RO;;;;~
;;;;;;reg_tx_mag_track_chn_len_pow0;[29:14];16'd0;R/W;;;;
;;;;;;reg_tx_mag_track_win_len_pow0;[13:0];14'd64;R/W;;;;
0x01AC;TXMAG_TRACK_CTRL13;pclk;reset_n;;;;[31:22];10'd0;RO;;;;~
;;;;;;reg_tx_mag_track_pow_shift_bit_pow0;[21:18];4'd0;R/W;;;;
;;;;;;reg_tx_mag_track_wait_len_pow0;[17:0];18'd128;R/W;;;;
0x01B0;TXTIME_RPT6;pclk;reset_n;;;;[31:30];2'b0;RO;;;;~
;;;;;;reg_tx_dump_mag_track_sel4;[29:24];6'd4;R/W;;;;~
;;;;;;reg_tx_dump_mag_track_sel3;[23:18];6'd3;R/W;;;;~
;;;;;;reg_tx_dump_mag_track_sel2;[17:12];6'd2;R/W;;;;~
;;;;;;reg_tx_dump_mag_track_sel1;[11:6];6'd1;R/W;;;;~
;;;;;;reg_tx_dump_mag_track_sel0;[5:0];6'd0;R/W;;;;~
0x01B4;TXTIME_RPT7;pclk;reset_n;;;;[31:30];2'b0;RO;;;;~
;;;;;;reg_tx_dump_mag_track_sel9;[29:24];6'd9;R/W;;;;~
;;;;;;reg_tx_dump_mag_track_sel8;[23:18];6'd8;R/W;;;;~
;;;;;;reg_tx_dump_mag_track_sel7;[17:12];6'd7;R/W;;;;~
;;;;;;reg_tx_dump_mag_track_sel6;[11:6];6'd6;R/W;;;;~
;;;;;;reg_tx_dump_mag_track_sel5;[5:0];6'd5;R/W;;;;~
0x01B8;TXTIME_RPT8;pclk;reset_n;;;;[31:30];2'b0;RO;;;;~
;;;;;;reg_tx_dump_mag_track_sel14;[29:24];6'd14;R/W;;;;~
;;;;;;reg_tx_dump_mag_track_sel13;[23:18];6'd13;R/W;;;;~
;;;;;;reg_tx_dump_mag_track_sel12;[17:12];6'd12;R/W;;;;~
;;;;;;reg_tx_dump_mag_track_sel11;[11:6];6'd11;R/W;;;;~
;;;;;;reg_tx_dump_mag_track_sel10;[5:0];6'd10;R/W;;;;~
0x01BC;TXTIME_RPT9;pclk;reset_n;;;;[31:6];26'b0;RO;;;;~
;;;;;;reg_tx_dump_mag_track_sel15;[5:0];6'd15;R/W;;;;~
0x01C0;TXMAG_TRACK_CTRL14;pclk;reset_n;;;;[31:22];10'd0;RO;;;;~
;;;;;;reg_tx_mag_track_gain_thr_en;[21];1'd0;R/W;;;;
;;;;;;reg_tx_mag_track_gain_thr_mod;[20];1'd0;R/W;;;;
;;;;;;reg_tx_mag_track_gain_thr1;[19:10];10'd1023;R/W;;;;
;;;;;;reg_tx_mag_track_gain_thr0;[9:0];10'd0;R/W;;;;
0x01C4;TX_OFDM_PWR_CFG;pclk;reset_n;;;;[31:14];18'd0;RO;;;;~
;;;;;;reg_ofdm_cali_offset;[13:6];8'd0;R/W;;;;~
;;;;;;reg_ofdm_cali_win_siz;[5:4];2'd0;R/W;;;;~
;;;;;;reg_ofdm_cali_ch_sel;[3];1'd0;R/W;;;;~
;;;;;;reg_ofdm_cali_pow_en;[2];1'd0;R/W;;;;~
;;;;;;reg_ofdm_cali_cg_bypass;[1];1'd0;R/W;;;;~
;;;;;;reg_ofdm_cal_trig_src_mode;[0];1'd0;R/W;;;;~
0x01C8;TX_OFDM_PWR_RPT;pclk;reset_n;;;;[31:26];6'd0;RO;;;;~
;;;;;;reg_ofdm_cali_tx_pwr;[25:20];6'd0;RO;;;;~
;;;;;;reg_ofdm_cali_dc_res;[19:1];19'd0;RO;;;;~
;;;;;;reg_ofdm_cali_done;[0];1'd0;RO;;;;~
0x01CC;DATE;pclk;reset_n;;;;[31:28];4'b0;RO;;;;
;;;;Not;;reg_date;[27:0];28'h2506090;R/W;;;;~
