Address;RegName;Clk;Rst;Port;Public;Signal;BitPos;Default;SW(R/W);HW(W);MCU(W);MISC;Description
0x00F0;MIMO_EQU_CONF15;pclk;reset_n;;;reg_mimo_reserve0;[31:0];32'd4610;R/W;;;;~
0x00F4;MIMO_EQU_CONF16;pclk;reset_n;;;reg_mimo_reserve1;[31:0];32'd0;R/W;;;;~
0x00F8;MIMO_EQU_CONF17;pclk;reset_n;;;reg_mimo_reserve2;[31:0];32'd0;R/W;;;;~
0x00FC;MIMO_EQU_CONF18;pclk;reset_n;;;reg_mimo_reserve3;[31:0];32'd0;R/W;;;;~
0x0100;DECODER_LDPC_MAX_ITER_CON0;pclk;reset_n;;;;[31:30];2'h0;RO;;;;
;;;;;;reg_mcs8_gi0_ldpc_max_dec_iter;[29:25];5'd12;R/W;;;;
;;;;;;reg_mcs8_gi1_ldpc_max_dec_iter;[24:20];5'd13;R/W;;;;
;;;;;;reg_mcs8_gi2_ldpc_max_dec_iter;[19:15];5'd14;R/W;;;;
;;;;;;reg_mcs9_gi0_ldpc_max_dec_iter;[14:10];5'd14;R/W;;;;
;;;;;;reg_mcs9_gi1_ldpc_max_dec_iter;[9:5];5'd14;R/W;;;;
;;;;;;reg_mcs9_gi2_ldpc_max_dec_iter;[4:0];5'd14;R/W;;;;
0x0104;DECODER_LDPC_MAX_ITER_CON1;pclk;reset_n;;;;[31:30];2'h0;RO;;;;
;;;;;;reg_mcs10_gi0_ldpc_max_dec_iter;[29:25];5'd9;R/W;;;;
;;;;;;reg_mcs10_gi1_ldpc_max_dec_iter;[24:20];5'd10;R/W;;;;
;;;;;;reg_mcs10_gi2_ldpc_max_dec_iter;[19:15];5'd11;R/W;;;;
;;;;;;reg_mcs11_gi0_ldpc_max_dec_iter;[14:10];5'd13;R/W;;;;
;;;;;;reg_mcs11_gi1_ldpc_max_dec_iter;[9:5];5'd14;R/W;;;;
;;;;;;reg_mcs11_gi2_ldpc_max_dec_iter;[4:0];5'd14;R/W;;;;
0x0108;DECODER_LDPC_MAX_ITER_CON2;pclk;reset_n;;;;[31:27];5'd0;RO;;;;
;;;;;;reg_tb_ldpc_max_dec_iter;[26:22];5'd15;R/W;;;;~
;;;;;;reg_last_ldpc_max_dec_iter;[21:17];5'd14;R/W;;;;~
;;;;;;reg_ldpc_adapt_max_dec_iter_en;[16];1'd0;R/W;;;;
;;;;;;reg_ldpc_adapt_max_dec_iter_thresh;[15:11];5'd22;R/W;;;;~
;;;;;;reg_ldpc_force_max_dec_iter;[10];1'd0;R/W;;;;
;;;;;;reg_vht_mcs8_ldpc_max_dec_iter;[9:5];5'd13;R/W;;;;
;;;;;;reg_others_ldpc_max_dec_iter;[4:0];5'd15;R/W;;;;
0x010C;DECODER_CLK_GATE_BYPASS;pclk;reset_n;;;;[31:7];25'h0;RO;;;;
;;;;;;reg_bcc_clk_cg_bypass;[6];1'd0;R/W;;;;~
;;;;;;reg_deinter_clk_cg_bypass;[5];1'd0;R/W;;;;~
;;;;;;reg_vitb_clk_cg_bypass;[4];1'd0;R/W;;;;~
;;;;;;reg_vitb_ram_clk_cg_bypass;[3];1'd0;R/W;;;;~
;;;;;;reg_ldpc_clk_cg_bypass;[2];1'd0;R/W;;;;~
;;;;;;reg_ldpc_stbc_clk_cg_bypass;[1];1'd0;R/W;;;;~
;;;;;;reg_ldpc_stream_clk_cg_bypass;[0];1'd0;R/W;;;;~
0x0110;DECODER_LDPC_ERR_CON0;pclk;reset_n;;;;[31:6];26'h0;RO;;;;
;;;;;;reg_ldpc_decoder_err_thresh;[5:0];6'd10;R/W;;;;
0x0114;DECODER_RESERVE_CFG0;pclk;reset_n;;;reg_decoder_0rsv;[31:0];32'd0;R/W;;;;~
0x0118;DECODER_RESERVE_CFG1;pclk;reset_n;;;reg_decoder_1rsv;[31:0];32'd0;R/W;;;;~
0x011C;DECODER_RESERVE_CFG2;pclk;reset_n;;;reg_decoder_2rsv;[31:0];32'd0;R/W;;;;~
0x0120;DECODER_RESERVE_CFG3;pclk;reset_n;;;reg_decoder_3rsv;[31:0];32'd0;R/W;;;;~
0x0124;RXFREQ_DFX_RPT0;pclk;reset_n;;;;[31:29];3'd0;RO;;;;
;;;;;;reg_rpt_ofdm_err_code;[28:24];5'd0;RO;;;;~
;;;;;;;[23:22];2'd0;RO;;;;
;;;;;;reg_rpt_date_demod_type;[21:19];3'd0;RO;;;;~
;;;;;;reg_rpt_ldpc_buf_err;[18];1'd0;RO;;;;~
;;;;;;reg_rpt_lltf_ch1_snr;[17:9];9'd0;RO;;;;~
;;;;;;reg_rpt_lltf_ch0_snr;[8:0];9'd0;RO;;;;~
0x0128;RXFREQ_DFX_RPT1;pclk;reset_n;;;;[31:17];15'd0;RO;;;;
;;;;;;reg_rpt_s0_avg_postsnr;[16:0];17'd0;RO;;;;~
0x012C;RXFREQ_DFX_RPT2;pclk;reset_n;;;;[31:17];15'd0;RO;;;;
;;;;;;reg_rpt_s1_avg_postsnr;[16:0];17'd0;RO;;;;~
0x0130;RXFREQ_DFX_RPT3;pclk;reset_n;;;reg_rpt_ofdm_abort_cnt;[31:24];8'd0;RO;;;;~
;;;;;;reg_rpt_ofdm_sync_cnt    ;[23:16];8'd0;RO;;;;~
;;;;;;reg_rpt_ofdm_dec_over_cnt;[15:8];8'd0;RO;;;;~
;;;;;;reg_rpt_mac_if_send_cnt  ;[7:0];8'd0;RO;;;;~
0x0134;RXFREQ_DFX_RPT4;pclk;reset_n;;;;[31:27];5'd0;RO;;;;
;;;;;;reg_rpt_s1_evm;[26:16];11'd0;RO;;;;~
;;;;;;;[15:11];5'd0;RO;;;;
;;;;;;reg_rpt_s0_evm;[10:0];11'd0;RO;;;;~
0x0138;RXFREQ_DFX_CFG0;pclk;reset_n;;;;[31:1];31'h0;RO;;;;
;;;;;;reg_rpt_clr;[0];1'd0;R/W;;;;~
0x013C;RXFREQ_DFX_CFG1;pclk;reset_n;;;;[31:15];17'h0;RO;;;;
;;;;;;reg_dfx_errcode_tri_cfg;[14:10];5'd0;R/W;;;;~
;;;;;;reg_dfx_tri_sel1_cfg    ;[9:5];5'd1;R/W;;;;
;;;;;;reg_dfx_tri_sel0_cfg    ;[4:0];5'd0;R/W;;;;~
0x0140;DECODER_LDPC_MAX_ITER_CON3;pclk;reset_n;;;;[31:30];2'h0;RO;;;;
;;;;;;reg_mcs12_gi0_ldpc_max_dec_iter;[29:25];5'd8;R/W;;;;
;;;;;;reg_mcs12_gi1_ldpc_max_dec_iter;[24:20];5'd8;R/W;;;;
;;;;;;reg_mcs12_gi2_ldpc_max_dec_iter;[19:15];5'd9;R/W;;;;
;;;;;;reg_mcs13_gi0_ldpc_max_dec_iter;[14:10];5'd10;R/W;;;;
;;;;;;reg_mcs13_gi1_ldpc_max_dec_iter;[9:5];5'd11;R/W;;;;
;;;;;;reg_mcs13_gi2_ldpc_max_dec_iter;[4:0];5'd13;R/W;;;;
0x0144;DECODER_LDPC_MAX_ITER_CON4;pclk;reset_n;;;;[31:30];2'h0;RO;;;;
;;;;;;reg_mcs10_mru0_gi0_ldpc_max_dec_iter;[29:25];5'd13;R/W;;;;~
;;;;;;reg_mcs10_mru0_gi1_ldpc_max_dec_iter;[24:20];5'd14;R/W;;;;~
;;;;;;reg_mcs10_mru0_gi2_ldpc_max_dec_iter;[19:15];5'd14;R/W;;;;~
;;;;;;reg_mcs12_mru0_gi0_ldpc_max_dec_iter;[14:10];5'd11;R/W;;;;~
;;;;;;reg_mcs12_mru0_gi1_ldpc_max_dec_iter;[9:5];5'd11;R/W;;;;~
;;;;;;reg_mcs12_mru0_gi2_ldpc_max_dec_iter;[4:0];5'd13;R/W;;;;~
0x0148;DECODER_LDPC_MAX_ITER_CON5;pclk;reset_n;;;;[31:30];2'h0;RO;;;;
;;;;;;reg_mcs10_mru1_gi0_ldpc_max_dec_iter;[29:25];5'd11;R/W;;;;~
;;;;;;reg_mcs10_mru1_gi1_ldpc_max_dec_iter;[24:20];5'd12;R/W;;;;~
;;;;;;reg_mcs10_mru1_gi2_ldpc_max_dec_iter;[19:15];5'd13;R/W;;;;~
;;;;;;reg_mcs12_mru1_gi0_ldpc_max_dec_iter;[14:10];5'd9;R/W;;;;~
;;;;;;reg_mcs12_mru1_gi1_ldpc_max_dec_iter;[9:5];5'd10;R/W;;;;~
;;;;;;reg_mcs12_mru1_gi2_ldpc_max_dec_iter;[4:0];5'd11;R/W;;;;~
0x014C;DECODER_LDPC_MAX_ITER_CON6;pclk;reset_n;;;;[31:15];17'd0;RO;;;;
;;;;;;reg_mcs13_mru0_gi0_ldpc_max_dec_iter;[14:10];5'd12;R/W;;;;~
;;;;;;reg_mcs13_mru0_gi1_ldpc_max_dec_iter;[9:5];5'd13;R/W;;;;~
;;;;;;reg_mcs13_mru0_gi2_ldpc_max_dec_iter;[4:0];5'd14;R/W;;;;~
0x0150;DECODER_LDPC_ERR_CW_RPT;pclk;reset_n;;;;[31:29];3'd0;RO;;;;
;;;;;;reg_rpt_ldpc_err_ncw;[28:16];13'd0;RO;;;;~
;;;;;;;[15:13];3'd0;RO;;;;
;;;;;;reg_rpt_ldpc_ncw;[12:0];13'd0;RO;;;;~
0x0154;RXFREQ_MLD_CFG0;pclk;reset_n;;;reg_mld_bcc_margin;[31:27];5'd8;R/W;;;;
;;;;;;reg_mld_ldpc_margin;[26:22];5'd8;R/W;;;;
;;;;;;reg_force_mld;[21];1'd0;R/W;;;;
;;;;;;reg_en_mld;[20];1'd0;R/W;;;;
;;;;;;reg_mld_ht_awgn20_thr;[19:15];5'd3;R/W;;;;
;;;;;;reg_mld_ht_awgn40_thr;[14:10];5'd3;R/W;;;;
;;;;;;reg_mld_ht_awgn80_thr;[9:5];5'd3;R/W;;;;
;;;;;;reg_mld_ht_awgn160_thr;[4:0];5'd3;R/W;;;;
0x0158;RXFREQ_MLD_CFG1;pclk;reset_n;;;;[31:30];2'd0;RO;;;;
;;;;;;reg_mld_ax_awgn20_thr;[29:25];5'd3;R/W;;;;
;;;;;;reg_mld_ax_awgn40_thr;[24:20];5'd3;R/W;;;;
;;;;;;reg_mld_ax_awgn80_thr;[19:15];5'd4;R/W;;;;
;;;;;;reg_mld_ax_awgn160_thr;[14:10];5'd5;R/W;;;;
;;;;;;reg_mld_bpsk_clip;[9:5];5'd10;R/W;;;;
;;;;;;reg_mld_qpsk_clip;[4:0];5'd10;R/W;;;;
0x015C;RXFREQ_MLD_CFG2;pclk;reset_n;;;reg_mcs1_sen_db;[31:26];6'd4 ;R/W;;;;
;;;;;;reg_mcs0_sen_db;[25:20];6'd1;R/W;;;;
;;;;;;reg_mld_qam16_clip;[19:15];5'd20;R/W;;;;
;;;;;;reg_mld_qam64_clip;[14:10];5'd20;R/W;;;;
;;;;;;reg_mld_qam256_clip;[9:5];5'd20;R/W;;;;
;;;;;;reg_mld_qam1024_clip;[4:0];5'd12;R/W;;;;
0x0160;RXFREQ_MLD_CFG3;pclk;reset_n;;;;[31:30];2'd0;RO;;;;
;;;;;;reg_mcs6_sen_db;[29:24];6'd20;R/W;;;;
;;;;;;reg_mcs5_sen_db;[23:18];6'd19;R/W;;;;
;;;;;;reg_mcs4_sen_db;[17:12];6'd14;R/W;;;;
;;;;;;reg_mcs3_sen_db;[11:6];6'd11;R/W;;;;
;;;;;;reg_mcs2_sen_db;[5:0];6'd7 ;R/W;;;;
0x0164;RXFREQ_MLD_CFG4;pclk;reset_n;;;;[31:30];2'd0;RO;;;;
;;;;;;reg_mcs11_sen_db;[29:24];6'd33;R/W;;;;
;;;;;;reg_mcs10_sen_db;[23:18];6'd32;R/W;;;;
;;;;;;reg_mcs9_sen_db;[17:12];6'd26;R/W;;;;
;;;;;;reg_mcs8_sen_db;[11:6];6'd25;R/W;;;;
;;;;;;reg_mcs7_sen_db;[5:0];6'd21;R/W;;;;
0x0168;RXFREQ_MLD_CFG5;pclk;reset_n;;;;[31:30];2'd0;RO;;;;
;;;;;;reg_en_mld_snrllr_scaling;[29];1'd1;R/W;;;;
;;;;;;reg_txbf_disable_mld;[28];1'd1;R/W;;;;
;;;;;;reg_mcs4_dcm_sen_db;[27:21];7'd11;R/W;;;;
;;;;;;reg_mcs3_dcm_sen_db;[20:14];7'd8;R/W;;;;
;;;;;;reg_mcs1_dcm_sen_db;[13:7];7'd1;R/W;;;;
;;;;;;reg_mcs0_dcm_sen_db;[6:0];7'd126;R/W;;;;
0x016C;RXFREQ_MLD_CFG6;pclk;reset_n;;;;[31:13];19'd0;RO;;;;
;;;;;;reg_mld_llrscaling_mcsthr;[12:9];4'd7;R/W;;;;
;;;;;;reg_mld_llrscaling_thr;[8:3];6'd31;R/W;;;;
;;;;;;reg_mld_min_num;[2:0];3'd7;R/W;;;;
